sex,education,marriage,limit_bal,age,pay_0,bill_amt1,pay_amt1,utilization,utilization_avg,utilization_max,utilization_trend,payment_ratio,payment_ratio_avg,payment_to_limit,delinquent_months,max_delinquency,consecutive_late,revolving_months,over_limit,balance_growth,zero_payment_months,default,limit_bal_raw,bill_amt1_raw
Female,University,Married,140000.0,37.0,0,59504.0,3000.0,0.4250285714285714,0.4584928571428572,0.4985857142857143,-0.07355714285714288,0.04874561289483947,0.05194597367707051,0.02142857142857143,0,0,0,6,0,0.8524684106472594,0,0,140000.0,59504.0
Female,Graduate school,Single,40000.0,30.0,0,18927.0,3000.0,0.473175,0.6132708333333334,0.729925,-0.25675000000000003,0.1408781404085466,0.09754448238072506,0.075,1,2,0,5,0,0.6482515326917149,2,0,40000.0,18927.0
Male,Graduate school,Single,210000.0,29.0,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-2,0,0,0,0.0,6,1,210000.0,0.0
Female,Graduate school,Single,20000.0,22.0,0,14028.0,3000.0,0.7014,0.6610666666666667,0.83375,0.7014,0.18199466148992963,0.2156423909848282,0.15,1,2,0,4,0,10.0,3,1,20000.0,14028.0
Female,Other,Single,150000.0,46.0,0,4463.0,1013.0,0.029753333333333333,0.01093,0.029753333333333333,0.029753333333333333,0.3338826631509558,0.10210115024223439,0.006753333333333333,0,0,0,4,0,10.0,4,1,150000.0,4463.0
Male,University,Single,380000.0,32.0,-1,22401.0,21540.0,0.05895,0.050357456140350886,0.0842578947368421,0.02770526315789474,1.0,0.8936974313616406,0.05668421052631579,0,-1,0,0,0,1.8867177629916618,0,0,380000.0,22401.0
Male,Graduate school,Single,20000.0,24.0,0,17447.0,1318.0,0.87235,0.9650833333333333,1.024,-0.13080000000000003,0.0713242058552952,0.054563454193003104,0.0659,0,0,0,6,0,0.8696107262124309,0,0,20000.0,17447.0
Male,High school,Single,70000.0,42.0,1,37042.0,0.0,0.5291714285714286,0.5452666666666667,0.5631857142857143,-0.03314285714285714,0.0,0.035792845593931984,0.0,5,2,5,1,0,0.9410599054926071,2,1,70000.0,37042.0
Female,High school,Other,100000.0,43.0,0,61559.0,2000.0,0.61559,0.441975,0.61559,0.28301,0.03909074917420793,0.0367665991747932,0.02,0,0,0,6,0,1.85095315412833,0,0,100000.0,61559.0
Female,University,Married,310000.0,49.0,-2,13465.0,7875.0,0.04343548387096774,0.023723118279569893,0.04343548387096774,0.041938709677419354,1.0010169060633023,0.5783998887471031,0.025403225806451612,0,-2,0,0,0,10.0,1,0,310000.0,13465.0
Female,Graduate school,Single,180000.0,25.0,1,41402.0,1300.0,0.2300111111111111,0.23995462962962963,0.25177222222222223,-0.02176111111111112,0.031143692204494273,0.03955756341416054,0.007222222222222222,2,2,2,4,0,0.9135682605529689,0,0,180000.0,41402.0
Female,Graduate school,Single,150000.0,29.0,2,46224.0,1600.0,0.30816,0.19638999999999998,0.30816,0.1978933333333333,0.045723430400365785,0.09516531783884703,0.010666666666666666,1,2,1,5,0,2.7946795646916565,0,0,150000.0,46224.0
Female,Graduate school,Married,500000.0,45.0,-2,1905.0,3640.0,0.00381,0.002796,0.00728,-0.0012500000000000002,1.0,1.9925444415601896,0.00728,0,-2,0,0,0,0.7529644268774703,2,0,500000.0,1905.0
Female,High school,Married,180000.0,34.0,0,16386.0,8500.0,0.09103333333333333,0.05129999999999999,0.09103333333333333,0.04480555555555555,0.5382131324004306,1.1396102910887482,0.04722222222222222,0,0,0,3,0,1.9692344670111765,0,0,180000.0,16386.0
Female,University,Married,180000.0,34.0,0,175886.0,8083.0,0.9771444444444445,0.8818166666666668,0.9771444444444445,0.2553777777777778,0.04660401291512915,0.03545636379388261,0.04490555555555555,0,0,0,6,0,1.353823180775566,0,0,180000.0,175886.0
Female,Graduate school,Single,200000.0,34.0,-1,1587.0,0.0,0.007935,0.0056225,0.007935,0.0008649999999999994,0.0,0.43490439654122515,0.0,5,3,0,0,0,1.1223479490806223,4,0,200000.0,1587.0
Female,University,Married,400000.0,29.0,0,400134.0,17000.0,1.000335,0.9517249999999998,1.0105125,0.09011249999999993,0.04262179176998272,0.047419642358731785,0.0425,0,0,0,6,1,1.0990005191038454,0,0,400000.0,400134.0
Female,High school,Married,500000.0,28.0,0,22848.0,1516.0,0.045696,0.03656633333333334,0.047276,0.014554000000000001,0.06413402149081987,0.08572595534963796,0.003032,0,0,0,6,0,1.467343137884529,0,1,500000.0,22848.0
Male,University,Married,70000.0,39.0,0,70800.0,4025.0,1.0114285714285713,0.5815285714285715,1.0294285714285714,0.9995714285714284,0.055856230918678876,0.07235467056507734,0.0575,0,0,0,5,1,10.0,1,0,70000.0,70800.0
Male,Graduate school,Single,50000.0,29.0,2,24987.0,0.0,0.49974,0.52558,0.56528,-0.06553999999999999,0.0,0.040084611085818025,0.0,6,2,6,0,0,0.8840574582507784,3,1,50000.0,24987.0
Female,University,Married,50000.0,46.0,0,28718.0,1000.0,0.57436,0.19294666666666668,0.58332,0.57436,0.03428649797709662,0.0058035610650695275,0.02,0,0,0,3,0,10.0,5,1,50000.0,28718.0
Female,University,Married,130000.0,51.0,-1,99.0,0.0,0.0007615384615384615,0.003143589743589744,0.0181,0.0007615384615384615,0.0,0.8333333333333334,0.0,0,-1,0,0,0,10.0,5,0,130000.0,99.0
Male,Graduate school,Married,200000.0,57.0,-2,152519.0,0.0,0.762595,0.3913633333333333,0.762595,0.723005,0.0,0.0366772265844353,0.0,2,2,0,0,0,10.0,3,1,200000.0,152519.0
Male,University,Married,10000.0,56.0,2,2097.0,2300.0,0.2097,0.38086666666666663,0.4326,-0.2229,0.548533269735273,0.2113998816070546,0.23,3,2,3,3,0,0.48474341192787795,1,1,10000.0,2097.0
Female,Graduate school,Single,210000.0,30.0,2,300.0,300.0,0.0014285714285714286,0.006816666666666666,0.02023809523809524,-0.01880952380952381,1.0,2.0293346247328383,0.0014285714285714286,1,2,1,0,0,0.07058823529411765,0,0,210000.0,300.0
Female,High school,Single,130000.0,29.0,1,-190.0,0.0,-0.0014615384615384616,0.010129487179487182,0.07931538461538462,-0.05776153846153846,0.0,0.7776891787248394,0.0,2,2,1,0,0,0.0,3,0,130000.0,-190.0
Male,Other,Single,20000.0,22.0,2,18565.0,0.0,0.92825,0.7360500000000001,0.92825,0.6291500000000001,0.0,0.04074965746571832,0.0,1,2,1,5,0,3.1034770979605484,2,0,20000.0,18565.0
Male,Graduate school,Single,80000.0,31.0,-1,780.0,0.0,0.00975,0.004875,0.00975,0.004875,0.0,1.5,0.0,0,-1,0,0,0,2.0,1,0,80000.0,780.0
Male,University,Single,320000.0,29.0,2,58267.0,2500.0,0.182084375,0.18862083333333335,0.19851875,-0.016434375,0.04219694156567532,0.03844814692852101,0.0078125,6,2,6,0,0,0.9172149985832573,1,1,320000.0,58267.0
Female,University,Married,200000.0,32.0,-1,9076.0,5818.0,0.04538,0.022020833333333333,0.04538,0.029624999999999995,1.0053568342837393,1.1520141749922441,0.02909,1,2,0,0,0,2.880355442716598,0,0,200000.0,9076.0
Female,Graduate school,Single,290000.0,37.0,1,0.0,0.0,0.0,0.0031689655172413792,0.010879310344827586,0.0,0.0,1.6666666666666667,0.0,1,1,1,0,0,0.0,4,0,290000.0,0.0
Male,Graduate school,Single,340000.0,32.0,-1,3048.0,5713.0,0.00896470588235294,0.06970539215686275,0.23574411764705883,-0.06697647058823529,1.0293693693693693,1.947798102091508,0.01680294117647059,0,-1,0,0,0,0.11804802478698684,0,0,340000.0,3048.0
Male,University,Single,20000.0,24.0,0,14619.0,2850.0,0.73095,0.8443999999999999,0.92715,-0.19620000000000004,0.16554368029739777,0.05921039301068267,0.1425,1,2,0,5,0,0.7883837566736774,2,0,20000.0,14619.0
Male,High school,Single,50000.0,25.0,-1,42838.0,1759.0,0.85676,0.4846866666666667,0.85676,0.65616,0.04725319006044325,0.05893075523209509,0.03518,0,0,0,5,0,4.27098703888335,0,0,50000.0,42838.0
Female,Graduate school,Married,300000.0,45.0,-1,291.0,291.0,0.00097,0.00097,0.00097,0.0,1.0,1.0,0.00097,0,-1,0,0,0,1.0,0,0,300000.0,291.0
Female,University,Single,30000.0,22.0,0,28387.0,1686.0,0.9462333333333334,0.8288111111111113,1.0108666666666666,0.7325333333333334,0.05693637714440092,0.049834140394987826,0.0562,0,0,0,6,0,4.427858368429262,1,1,30000.0,28387.0
Female,University,Single,240000.0,44.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,0.0,6,1,240000.0,0.0
Female,High school,Other,470000.0,33.0,0,165254.0,6400.0,0.35160425531914896,0.2180223404255319,0.35160425531914896,0.2880106382978724,0.04056178066217107,0.04223046288722268,0.013617021276595745,0,0,0,6,0,5.528923684298571,0,0,470000.0,165254.0
Female,Graduate school,Single,360000.0,26.0,0,23411.0,4796.0,0.06503055555555555,0.13652916666666667,0.5,0.0644861111111111,0.1725428119153835,1.6447182932316793,0.013322222222222221,0,0,0,5,0,10.0,0,0,360000.0,23411.0
Male,High school,Single,60000.0,30.0,0,26324.0,1576.0,0.4387333333333333,0.39879444444444445,0.46846666666666664,0.10921666666666663,0.057369589749190056,0.03654807059203965,0.026266666666666667,0,0,0,6,0,1.3314450457741136,1,1,60000.0,26324.0
Female,University,Married,400000.0,44.0,0,131595.0,10700.0,0.3289875,0.2920633333333333,0.34765,0.0938425,0.07694520350927657,0.03239283568301096,0.02675,1,2,0,5,0,1.3990835441961342,0,0,400000.0,131595.0
Female,High school,Single,50000.0,49.0,0,48909.0,1676.0,0.97818,0.5916633333333333,0.97818,0.5885400000000001,0.035016609907444166,0.03576310046580606,0.03352,0,0,0,6,0,2.5104712041884816,0,0,50000.0,48909.0
Male,University,Single,160000.0,33.0,0,130028.0,4400.0,0.812675,0.6948052083333333,0.812675,0.06006250000000002,0.04081329771445533,0.21579657748040112,0.0275,0,0,0,6,0,1.0798053447159062,0,0,160000.0,130028.0
Female,Graduate school,Married,360000.0,45.0,-1,390.0,1170.0,0.0010833333333333333,0.001625,0.00325,0.0,1.0,1.0,0.00325,1,2,0,1,0,1.0,2,1,360000.0,390.0
Female,University,Single,160000.0,32.0,0,3826.0,1147.0,0.0239125,0.032940625,0.053775,0.019125,0.24142285834561145,0.6897405943728954,0.00716875,0,0,0,5,0,4.994778067885117,1,0,160000.0,3826.0
Female,Graduate school,Married,130000.0,35.0,0,81313.0,40000.0,0.6254846153846154,0.2904282051282051,0.9066615384615384,0.6163307692307692,0.33936843534182887,1.2555575666509868,0.3076923076923077,0,0,0,3,0,10.0,0,0,130000.0,81313.0
Male,High school,Single,20000.0,44.0,2,8583.0,0.0,0.42915,0.5109083333333334,0.6157,-0.16935000000000006,0.0,0.10307790113402841,0.0,3,2,2,3,0,0.7170426065162907,2,0,20000.0,8583.0
Male,Graduate school,Married,200000.0,53.0,2,138180.0,6300.0,0.6909,0.7184724999999998,0.747655,-0.056755,0.04475258215295438,0.0381435061867294,0.0315,6,2,6,0,0,0.9240893192715892,0,1,200000.0,138180.0
Female,Graduate school,Single,280000.0,39.0,-1,7524.0,0.0,0.02687142857142857,0.009142857142857144,0.02687142857142857,0.02687142857142857,0.0,0.8333333333333334,0.0,0,0,0,2,0,10.0,5,0,280000.0,7524.0
Female,Graduate school,Single,100000.0,27.0,-2,-2000.0,7555.0,-0.02,0.005925,0.05555,-0.02,1.36003600360036,0.6295833333333333,0.07555,0,-2,0,0,0,0.0,5,0,100000.0,-2000.0
Female,University,Married,160000.0,37.0,-1,880.0,1602.0,0.0055,0.004335416666666667,0.0100125,0.0055,1.0,1.3907998524571559,0.0100125,0,-1,0,0,0,10.0,2,0,160000.0,880.0
Female,University,Single,60000.0,23.0,0,45648.0,1937.0,0.7608,0.5495527777777778,0.7869,0.43875000000000003,0.04134471718249733,0.03425894203273849,0.03228333333333333,0,0,0,6,0,2.3623660922217047,0,0,60000.0,45648.0
Male,University,Single,90000.0,35.0,0,83725.0,3621.0,0.9302777777777778,0.6568814814814815,0.9739222222222222,0.5876666666666667,0.04210660960974929,0.03375694066598039,0.040233333333333336,0,0,0,6,0,2.7152586346683965,0,0,90000.0,83725.0
Male,Graduate school,Married,360000.0,43.0,-1,3967.0,8339.0,0.011019444444444445,0.02706481481481481,0.07325,-0.01663611111111111,1.0020427781783225,2.5827897982530588,0.02316388888888889,0,0,0,1,0,0.3984531940538369,1,0,360000.0,3967.0
Male,Graduate school,Single,150000.0,27.0,0,86009.0,4031.0,0.5733933333333333,0.5326788888888888,0.5985,0.3014733333333333,0.04681330422260417,0.04728919963732333,0.026873333333333332,0,0,0,6,0,2.108683926645092,0,0,150000.0,86009.0
Female,High school,Married,50000.0,22.0,0,18722.0,1411.0,0.37444,0.27931333333333336,0.37444,0.21645999999999999,0.07769823788546255,0.04098787464038797,0.02822,0,0,0,6,0,2.3701734396759084,0,0,50000.0,18722.0
Male,University,Married,20000.0,38.0,0,17973.0,1699.0,0.89865,0.7768083333333333,0.97795,0.89115,0.08772654515412816,0.05103869333169118,0.08495,0,0,0,5,0,10.0,1,1,20000.0,17973.0
Male,Graduate school,Single,140000.0,32.0,-2,672.0,10212.0,0.0048,0.016284523809523808,0.07294285714285714,-0.005414285714285714,1.0,1.8020724264769499,0.07294285714285714,0,-2,0,0,0,0.4699300699300699,1,0,140000.0,672.0
Female,Graduate school,Single,380000.0,30.0,-2,-81.0,223.0,-0.0002131578947368421,0.058158771929824556,0.08962105263157895,-0.0898342105263158,0.735973597359736,1.334932858535819,0.0005868421052631579,0,0,0,3,0,0.0,0,0,380000.0,-81.0
Male,Graduate school,Married,480000.0,63.0,0,422069.0,16078.0,0.8793104166666666,0.958685763888889,1.0147208333333333,-0.09977500000000006,0.03727436697562491,0.048727666807129956,0.033495833333333336,2,2,0,4,0,0.8980936716025373,1,0,480000.0,422069.0
Female,High school,Single,50000.0,22.0,0,44698.0,1767.0,0.89396,0.6845533333333332,0.89396,0.41208,0.04181852605670469,0.03394106247221806,0.03534,0,0,0,6,0,1.8551506599153316,0,1,50000.0,44698.0
Female,University,Single,60000.0,26.0,2,56685.0,0.0,0.94475,0.9501055555555555,1.0036333333333334,0.02300000000000002,0.0,0.04024167475573381,0.0,5,2,5,1,0,1.0249525359370761,1,0,60000.0,56685.0
Female,University,Single,70000.0,24.0,-1,5580.0,0.0,0.07971428571428571,0.07645,0.37898571428571426,-0.2992714285714285,0.0,0.8458981994546848,0.0,0,-1,0,0,0,0.21033585887142373,4,0,70000.0,5580.0
Female,University,Married,80000.0,36.0,-1,6108.0,2861.0,0.07635,0.03721875,0.07635,0.061975,1.0,0.8123018940053749,0.0357625,0,-1,0,0,0,5.311304347826087,0,0,80000.0,6108.0
Male,Graduate school,Single,350000.0,52.0,-1,713.0,2272.0,0.002037142857142857,0.005231904761904761,0.015037142857142857,-0.013,1.0,1.926700283373872,0.006491428571428572,0,-1,0,0,0,0.13547406422192665,0,0,350000.0,713.0
Male,University,Single,130000.0,38.0,0,171438.0,10908.0,1.3187538461538462,0.8729974358974358,1.3721692307692308,0.34515384615384614,0.06114966756735545,1.0864912705971517,0.08390769230769231,0,0,0,3,1,1.3545129890651666,1,0,130000.0,171438.0
Male,University,Married,360000.0,35.0,1,-103.0,0.0,-0.0002861111111111111,-0.0002861111111111111,-0.0002861111111111111,0.0,0.0,0.0,0.0,1,1,1,0,0,0.0,6,0,360000.0,-103.0
Female,Graduate school,Married,330000.0,31.0,0,105879.0,9260.0,0.32084545454545454,0.32302020202020204,0.32857878787878786,-0.004272727272727261,0.08539993175383423,0.05141918576437541,0.02806060606060606,1,2,0,5,0,0.9868579257892235,2,0,330000.0,105879.0
Male,High school,Married,50000.0,47.0,0,13244.0,2000.0,0.26488,0.31046333333333337,0.34786,-0.08298,0.13585110718652357,0.0775117442767668,0.04,1,2,0,5,0,0.7614557580635888,0,0,50000.0,13244.0
Male,University,Married,280000.0,41.0,2,135673.0,6500.0,0.48454642857142854,0.5089333333333333,0.5434785714285715,-0.04907857142857147,0.046920567089192386,0.0483239032948883,0.023214285714285715,6,3,6,0,0,0.9080279757721782,2,0,280000.0,135673.0
Female,Graduate school,Single,100000.0,24.0,0,52128.0,2000.0,0.52128,0.5586433333333333,0.601,-0.07585000000000008,0.037956426022925684,0.05336505029244417,0.02,0,0,0,6,0,0.8729757339272856,0,0,100000.0,52128.0
Male,University,Single,50000.0,41.0,0,19015.0,1340.0,0.3803,0.39703333333333335,0.40622,-0.018839999999999968,0.06945164299782315,0.04633250796575094,0.0268,0,0,0,6,0,0.9527985168111439,0,0,50000.0,19015.0
Male,Graduate school,Single,30000.0,24.0,-1,18199.0,0.0,0.6066333333333334,0.6536666666666667,0.7106333333333333,-0.10006666666666664,0.0,0.05516444800653455,0.0,3,3,0,2,0,0.8584029055233243,2,1,30000.0,18199.0
Male,Graduate school,Single,240000.0,28.0,-1,326.0,326.0,0.0013583333333333334,0.005177777777777778,0.02365,0.0,1.0,1.5637054594424533,0.0013583333333333334,0,-1,0,0,0,1.0,0,0,240000.0,326.0
Male,University,Single,80000.0,26.0,2,14029.0,2000.0,0.1753625,0.20629583333333332,0.227325,-0.051962499999999995,0.12909055702575356,0.08046116671611177,0.025,1,2,1,5,0,0.7714175739579897,0,1,80000.0,14029.0
Male,University,Married,400000.0,34.0,-1,19660.0,9677.0,0.04915,0.029928333333333335,0.04915,0.0292525,1.0011380095178979,0.9212195995589996,0.0241925,0,-1,0,0,0,2.4701595677848975,0,0,400000.0,19660.0
Female,University,Single,240000.0,38.0,0,50254.0,2000.0,0.20939166666666667,0.14562708333333335,0.22089583333333335,0.20437916666666667,0.0388764700165225,0.26133843792110156,0.008333333333333333,0,0,0,4,0,10.0,0,0,240000.0,50254.0
